Year,State,Urban_Rural,Road_Type,Weather,Vehicle_Type,Accident_Count,Fatalities,Injuries,Severity_Index
2020,Rajasthan,Rural,Rural,Fog,Car,7111,374,2930,7.93
2010,Jharkhand,Rural,Rural,Rainy,Truck,24253,1835,14693,8.64
2019,Uttar Pradesh,Urban,Rural,Rainy,Truck,12234,1820,7741,8.87
2018,Tamil Nadu,Rural,NH,Clear,Two-Wheeler,8185,818,4308,8.91
2022,Rajasthan,Rural,NH,Clear,Bus,20439,1565,13608,7.58
2022,Rajasthan,Rural,SH,Fog,Bus,22960,3151,13108,5.62
2013,Gujarat,Urban,SH,Rainy,Car,15076,1292,9301,6.17
2019,Delhi,Urban,Rural,Fog,Bus,8464,993,6404,8.6
2019,Odisha,Urban,Rural,Rainy,Car,21669,1113,15055,5.61
2018,Karnataka,Urban,NH,Fog,Two-Wheeler,15595,1724,10948,5.36
2018,Andhra Pradesh,Urban,City,Fog,Two-Wheeler,8743,480,6929,9.18
2013,Himachal Pradesh,Rural,City,Fog,Truck,10753,1221,8558,8.61
2011,Punjab,Rural,NH,Clear,Truck,10969,700,6094,7.75
2013,Rajasthan,Rural,Rural,Rainy,Bus,20534,1518,12346,6.61
2016,Punjab,Urban,City,Clear,Bus,4376,623,3489,7.21
2016,Andhra Pradesh,Urban,Rural,Clear,Car,12361,1135,7568,5.88
2016,Bihar,Urban,City,Rainy,Truck,7424,954,3132,7.61
2011,Kerala,Rural,Rural,Rainy,Truck,24787,3166,16282,5.38
2018,Goa,Rural,NH,Rainy,Car,10820,718,4336,8.55
2015,Andhra Pradesh,Rural,City,Clear,Car,23379,2240,17623,9.45
2014,Bihar,Rural,NH,Clear,Two-Wheeler,8018,495,4277,6.45
2012,Chhattisgarh,Urban,Rural,Fog,Truck,9389,921,7412,5.99
2023,Tamil Nadu,Rural,Rural,Rainy,Two-Wheeler,23923,2155,17470,8.41
2020,Delhi,Urban,NH,Clear,Truck,16361,966,9717,7.05
2019,Karnataka,Urban,City,Clear,Bus,8513,882,4923,8.45
2016,Jharkhand,Urban,City,Clear,Car,18288,2091,11432,5.79
2013,Jharkhand,Urban,City,Fog,Bus,9762,850,7641,9.16
2011,Himachal Pradesh,Rural,City,Clear,Truck,7182,672,4207,7.54
2023,Odisha,Urban,NH,Fog,Bus,7809,1109,5695,6.29
2011,Arunachal Pradesh,Rural,Rural,Fog,Two-Wheeler,16544,2406,12758,5.75
2023,Bihar,Urban,SH,Clear,Bus,19427,1720,13931,8.04
2024,Madhya Pradesh,Rural,City,Clear,Truck,7270,1085,5651,6.12
2021,Jharkhand,Rural,Rural,Fog,Truck,1104,100,762,8.01
2016,Maharashtra,Rural,City,Fog,Truck,16258,1941,11037,7.83
2018,Maharashtra,Urban,NH,Clear,Truck,15816,2138,10675,5.62
2019,West Bengal,Rural,SH,Fog,Car,17738,1954,8200,7.26
2011,Maharashtra,Urban,NH,Rainy,Truck,1877,103,1325,6.4
2014,Punjab,Rural,City,Rainy,Car,21605,1691,13659,5.08
2011,Punjab,Urban,Rural,Fog,Bus,14717,1560,10911,8.95
2018,Karnataka,Urban,City,Fog,Bus,8863,933,4002,8.45
2010,Maharashtra,Urban,Rural,Clear,Bus,1525,174,1104,5.52
2014,Gujarat,Rural,NH,Rainy,Car,22711,2301,10674,7.63
2017,Karnataka,Urban,Rural,Fog,Truck,20201,3016,9096,7.79
2013,Punjab,Rural,NH,Fog,Truck,4121,312,2546,9.1
2015,Andhra Pradesh,Rural,Rural,Clear,Truck,12291,1549,8606,6.17
2019,Uttar Pradesh,Urban,City,Clear,Two-Wheeler,17011,1674,11123,5.32
2015,Karnataka,Rural,SH,Rainy,Bus,4454,602,2020,6.27
2021,Arunachal Pradesh,Urban,NH,Fog,Truck,5591,543,2288,8.32
2016,Jharkhand,Rural,City,Rainy,Car,13278,1370,7598,8.42
2018,Punjab,Urban,Rural,Clear,Bus,6069,610,2864,8.77
2012,Uttarakhand,Rural,NH,Rainy,Two-Wheeler,11135,670,7794,7.65
2021,Punjab,Urban,Rural,Fog,Two-Wheeler,15998,963,11067,7.44
2023,Maharashtra,Rural,Rural,Rainy,Truck,22456,2764,8989,8.39
2013,Himachal Pradesh,Urban,NH,Clear,Two-Wheeler,3145,162,1555,5.21
2015,Himachal Pradesh,Rural,City,Fog,Two-Wheeler,6740,664,4406,6.94
2011,Madhya Pradesh,Urban,SH,Clear,Truck,15610,1886,9566,7.78
2017,Uttar Pradesh,Rural,SH,Fog,Truck,10684,671,5778,8.24
2020,Odisha,Urban,NH,Fog,Bus,9833,979,4744,5.4
2017,Delhi,Urban,SH,Rainy,Truck,7656,506,5637,9.02
2011,Uttar Pradesh,Rural,Rural,Rainy,Bus,799,113,439,7.25
2017,Odisha,Rural,Rural,Clear,Car,24175,2593,17671,8.42
2015,Maharashtra,Urban,NH,Fog,Bus,19831,1994,14326,5.01
2023,Uttarakhand,Rural,Rural,Rainy,Two-Wheeler,15550,1461,6436,5.55
2013,Arunachal Pradesh,Rural,City,Rainy,Truck,8549,865,3463,6.39
2013,Rajasthan,Urban,NH,Fog,Two-Wheeler,13006,1818,6915,7.46
2015,Gujarat,Urban,Rural,Clear,Car,4997,354,3016,8.99
2012,Bihar,Rural,NH,Clear,Truck,10099,815,5143,7.19
2016,Andhra Pradesh,Urban,NH,Rainy,Bus,13186,1420,9811,9.12
2015,Jharkhand,Urban,City,Clear,Bus,23452,2503,14413,5.96
2022,Assam,Rural,NH,Rainy,Car,2581,222,1520,7.19
2019,Haryana,Rural,City,Fog,Two-Wheeler,22285,1456,15646,5.25
2012,Andhra Pradesh,Rural,City,Rainy,Two-Wheeler,15780,2284,8712,8.48
2013,Delhi,Rural,NH,Clear,Two-Wheeler,9851,645,5590,8.66
2018,West Bengal,Rural,SH,Rainy,Car,14376,2047,11117,8.71
2021,Rajasthan,Urban,SH,Fog,Car,8996,655,4955,7.91
2018,Kerala,Urban,SH,Fog,Bus,3775,525,2923,6.9
2022,Assam,Rural,Rural,Rainy,Bus,14440,2059,11399,8.45
2023,Bihar,Rural,Rural,Clear,Two-Wheeler,24091,3452,17740,7.27
2016,Odisha,Urban,Rural,Rainy,Two-Wheeler,3619,542,2439,6.84
2024,Karnataka,Urban,City,Clear,Car,17422,1985,7866,8.34
2015,Haryana,Urban,Rural,Clear,Bus,21373,2946,9112,8.72
2021,Assam,Urban,Rural,Fog,Bus,17807,1622,12920,5.1
2012,Uttarakhand,Rural,SH,Clear,Two-Wheeler,19466,1597,15342,7.28
2021,Uttarakhand,Rural,SH,Clear,Two-Wheeler,17421,889,8624,9.17
2023,Uttarakhand,Urban,Rural,Rainy,Bus,20085,2268,13050,6.73
2024,Rajasthan,Rural,City,Fog,Car,4981,458,2830,6.73
2014,Uttar Pradesh,Rural,SH,Clear,Two-Wheeler,17046,2376,12015,6.47
2010,Arunachal Pradesh,Urban,City,Rainy,Two-Wheeler,5372,736,3992,7.53
2020,Haryana,Rural,NH,Fog,Bus,2712,264,1582,8.54
2015,Madhya Pradesh,Urban,NH,Fog,Bus,16880,995,11541,6.17
2022,Andhra Pradesh,Rural,SH,Fog,Bus,24900,2698,12403,7.2
2022,Arunachal Pradesh,Rural,City,Fog,Car,11084,1623,4625,6.95
2022,West Bengal,Urban,NH,Rainy,Two-Wheeler,10014,1306,7918,8.66
2023,Uttar Pradesh,Rural,SH,Clear,Car,11073,1607,8655,7.22
2022,West Bengal,Urban,Rural,Rainy,Two-Wheeler,14203,1352,10378,8.08
2010,Delhi,Urban,City,Fog,Two-Wheeler,12159,1795,6416,9.08
2022,Gujarat,Rural,City,Fog,Bus,24468,1325,12630,9.03
2019,Tamil Nadu,Urban,SH,Clear,Two-Wheeler,8413,477,3978,8.71
2011,Rajasthan,Urban,City,Fog,Car,22912,1304,14770,6.02
2010,Assam,Urban,NH,Rainy,Car,5378,443,2221,6.14
2023,Goa,Rural,Rural,Clear,Two-Wheeler,23527,2671,16727,8.0
2018,Madhya Pradesh,Rural,NH,Clear,Two-Wheeler,14440,1837,8559,5.45
2015,Uttarakhand,Rural,SH,Fog,Car,5500,538,2924,7.9
2020,West Bengal,Urban,NH,Clear,Car,15293,871,6766,9.31
2021,Andhra Pradesh,Rural,SH,Fog,Two-Wheeler,10674,753,6886,7.88
2023,Telangana,Rural,City,Fog,Bus,20254,2101,12022,5.42
2023,West Bengal,Rural,NH,Fog,Bus,9840,1415,7503,6.47
2022,Uttarakhand,Urban,NH,Clear,Two-Wheeler,10976,1324,8019,7.85
2017,Maharashtra,Rural,City,Clear,Two-Wheeler,20604,2987,12482,8.21
2018,West Bengal,Rural,City,Rainy,Two-Wheeler,16940,1145,9893,7.87
2010,Delhi,Rural,City,Fog,Truck,1861,121,1185,5.66
2016,Telangana,Urban,Rural,Rainy,Bus,4871,641,3030,5.86
2013,Andhra Pradesh,Urban,City,Clear,Two-Wheeler,15334,1092,7319,9.32
2024,Tamil Nadu,Rural,NH,Clear,Car,1172,109,734,8.48
2021,Maharashtra,Urban,City,Fog,Car,7037,502,4534,7.27
2021,Assam,Rural,NH,Rainy,Two-Wheeler,17227,1570,9192,7.13
2013,Kerala,Rural,Rural,Rainy,Truck,23779,1504,11935,5.74
2023,Haryana,Rural,SH,Rainy,Truck,24078,1696,18752,5.49
2014,Telangana,Rural,SH,Clear,Truck,8407,498,4604,5.16
2013,Punjab,Urban,NH,Fog,Truck,1163,131,483,8.69
2013,Uttarakhand,Urban,City,Fog,Two-Wheeler,11027,1595,4803,5.53
2021,Delhi,Urban,City,Clear,Two-Wheeler,779,41,375,5.26
2016,Maharashtra,Urban,NH,Clear,Car,744,91,535,8.47
2024,Rajasthan,Rural,SH,Fog,Car,4749,608,2215,8.68
2010,Bihar,Urban,SH,Clear,Car,12583,1355,8705,5.76
2010,Himachal Pradesh,Rural,SH,Clear,Car,1633,94,691,7.78
2024,West Bengal,Urban,Rural,Clear,Truck,17542,1267,8456,6.05
2013,Tamil Nadu,Urban,SH,Clear,Two-Wheeler,24627,1806,13051,5.89
2024,West Bengal,Rural,SH,Fog,Two-Wheeler,13509,1341,9432,5.09
2020,Rajasthan,Rural,SH,Clear,Bus,20893,1539,13628,5.4
2018,Karnataka,Rural,Rural,Clear,Car,13522,1640,9563,6.53
2018,Haryana,Rural,Rural,Fog,Two-Wheeler,21577,1258,12845,8.95
2024,Andhra Pradesh,Rural,Rural,Rainy,Two-Wheeler,20095,1413,15791,7.92
2022,Delhi,Urban,City,Rainy,Two-Wheeler,12540,628,5563,6.51
2019,Delhi,Rural,City,Clear,Truck,12716,1631,9872,6.0
2018,Rajasthan,Rural,City,Rainy,Truck,17541,1883,7811,5.91
2022,Telangana,Rural,Rural,Clear,Truck,23844,3541,12684,5.08
2024,Gujarat,Rural,Rural,Rainy,Bus,19211,1748,14084,7.7
2010,Himachal Pradesh,Urban,NH,Fog,Car,24211,1632,19181,9.03
2018,Tamil Nadu,Urban,City,Rainy,Bus,24140,1356,18568,7.4
2022,Uttarakhand,Rural,SH,Fog,Two-Wheeler,16088,2091,7113,5.36
2013,Maharashtra,Rural,SH,Fog,Car,15037,919,11225,6.93
2020,Goa,Urban,Rural,Rainy,Truck,14577,957,11206,7.22
2013,Maharashtra,Rural,NH,Clear,Truck,1390,134,649,9.02
2021,Himachal Pradesh,Urban,SH,Rainy,Car,18808,2544,15037,9.05
2018,Assam,Rural,Rural,Rainy,Car,15612,1598,9748,5.06
2010,Madhya Pradesh,Rural,Rural,Fog,Car,3983,558,1722,8.9
2012,Chhattisgarh,Rural,SH,Rainy,Bus,5948,518,4171,5.07
2021,Bihar,Rural,Rural,Fog,Two-Wheeler,8543,1109,6705,7.9
2010,Delhi,Rural,Rural,Rainy,Bus,9144,716,7070,7.37
2011,Telangana,Rural,City,Rainy,Two-Wheeler,18618,1229,10249,9.27
2017,Madhya Pradesh,Urban,SH,Clear,Bus,4485,390,2574,7.7
2015,Uttarakhand,Rural,SH,Clear,Truck,1789,231,807,7.54
2012,Arunachal Pradesh,Rural,City,Fog,Car,7294,902,3689,7.21
2013,Telangana,Rural,NH,Rainy,Two-Wheeler,17081,1934,8941,7.28
2012,Telangana,Urban,Rural,Clear,Two-Wheeler,17942,1760,10115,5.22
2024,Tamil Nadu,Urban,SH,Rainy,Car,7068,986,5361,5.19
2010,Goa,Urban,City,Fog,Car,20894,2600,13693,8.04
2011,Chhattisgarh,Urban,SH,Fog,Car,10054,765,8022,8.06
2022,Himachal Pradesh,Urban,SH,Fog,Car,12840,734,6322,6.38
2013,Uttarakhand,Urban,NH,Rainy,Bus,4056,368,2374,5.37
2012,Punjab,Rural,NH,Rainy,Two-Wheeler,18021,2380,12405,8.12
2024,Bihar,Urban,SH,Clear,Two-Wheeler,20694,1237,8479,8.45
2010,Uttarakhand,Rural,SH,Fog,Two-Wheeler,15148,2074,9333,6.4
2013,Maharashtra,Rural,SH,Fog,Two-Wheeler,3617,476,1992,8.45
2024,Gujarat,Urban,SH,Fog,Bus,23697,2162,12958,7.45
2017,Karnataka,Urban,City,Rainy,Bus,24752,1626,18217,7.59
2015,Rajasthan,Rural,City,Fog,Truck,13857,1532,9626,8.8
2010,West Bengal,Urban,SH,Clear,Car,16247,1564,9327,7.8
2010,Rajasthan,Urban,NH,Fog,Bus,18907,1062,8509,7.32
2019,Goa,Urban,NH,Clear,Two-Wheeler,17742,2622,10474,7.08
2016,Himachal Pradesh,Urban,City,Rainy,Car,15293,1184,10166,6.6
2013,Maharashtra,Urban,NH,Clear,Bus,16205,2312,11139,8.86
2015,Bihar,Urban,City,Fog,Car,1705,181,1017,5.41
2016,Uttar Pradesh,Rural,NH,Rainy,Car,3912,515,1821,6.04
2019,Bihar,Urban,SH,Clear,Two-Wheeler,17875,1376,7348,9.37
2010,Kerala,Rural,Rural,Rainy,Car,10118,1032,6575,8.56
2015,Kerala,Rural,SH,Fog,Truck,7772,541,5688,5.45
2016,Karnataka,Rural,SH,Clear,Bus,1048,75,608,7.33
2019,Tamil Nadu,Urban,NH,Clear,Car,23899,2109,14586,7.43
2010,Himachal Pradesh,Urban,NH,Fog,Bus,4937,255,2785,6.45
2019,Odisha,Rural,City,Fog,Truck,17068,1323,7077,6.52
2015,Uttarakhand,Rural,SH,Rainy,Two-Wheeler,8558,506,3470,8.08
2012,Odisha,Rural,SH,Fog,Two-Wheeler,22395,3228,12904,7.35
2013,Jharkhand,Urban,SH,Rainy,Bus,6977,884,4385,7.58
2019,Delhi,Urban,Rural,Clear,Two-Wheeler,6680,464,4616,7.96
2020,Assam,Rural,Rural,Rainy,Car,7751,515,3660,8.21
2019,Karnataka,Urban,Rural,Fog,Two-Wheeler,22181,2157,9134,7.26
2013,Himachal Pradesh,Urban,NH,Clear,Two-Wheeler,21351,2283,16486,5.88
2017,Punjab,Rural,SH,Fog,Truck,21035,2407,13821,7.55
2010,Himachal Pradesh,Urban,City,Fog,Two-Wheeler,17110,1339,10321,6.59
2022,Arunachal Pradesh,Urban,City,Clear,Bus,10110,608,4367,9.32
2020,Telangana,Urban,NH,Fog,Truck,21448,3121,8991,7.78
2019,West Bengal,Urban,NH,Fog,Car,9040,1019,6185,6.24
2010,Gujarat,Rural,City,Rainy,Truck,18560,1223,10198,6.57
2012,Chhattisgarh,Urban,NH,Clear,Car,16837,2490,8889,7.25
2019,Bihar,Urban,Rural,Fog,Two-Wheeler,24284,2648,11183,7.43
2010,Gujarat,Rural,City,Clear,Two-Wheeler,6022,533,4568,9.33
2018,Uttar Pradesh,Urban,City,Fog,Bus,21764,2176,12637,5.57
2020,Himachal Pradesh,Urban,City,Rainy,Truck,2868,413,1661,8.38
2014,Maharashtra,Urban,NH,Rainy,Bus,2748,255,2067,6.78
2019,Chhattisgarh,Rural,NH,Clear,Truck,7640,725,5240,6.25
2017,Tamil Nadu,Rural,NH,Fog,Truck,9704,1431,6906,6.6
2020,Kerala,Rural,City,Rainy,Two-Wheeler,20313,1827,9758,8.94
2010,Maharashtra,Urban,City,Clear,Car,17888,963,9251,7.3
2017,Assam,Rural,City,Clear,Car,13910,1386,5819,8.55
2016,Bihar,Urban,NH,Fog,Two-Wheeler,8025,484,6153,8.96
2020,Kerala,Rural,SH,Fog,Two-Wheeler,964,115,608,5.05
2012,Karnataka,Urban,Rural,Clear,Two-Wheeler,16095,878,7621,5.28
2015,Delhi,Urban,City,Fog,Car,13509,1417,8518,7.17
2010,Bihar,Rural,NH,Rainy,Car,6967,671,3582,9.12
2019,Karnataka,Rural,NH,Clear,Two-Wheeler,23652,1483,12706,7.68
2013,Assam,Urban,Rural,Rainy,Bus,20364,1586,11346,8.03
2012,Uttarakhand,Urban,NH,Fog,Truck,13465,1729,8314,8.69
2011,Chhattisgarh,Urban,NH,Fog,Truck,22184,3148,10594,7.73
2011,Goa,Urban,SH,Clear,Truck,18156,2523,13319,7.04
2015,Delhi,Urban,City,Fog,Bus,13224,1909,9339,7.75
2012,Maharashtra,Rural,Rural,Fog,Two-Wheeler,666,55,516,5.2
2023,Maharashtra,Urban,NH,Clear,Car,15216,1619,11240,6.52
2016,Gujarat,Urban,City,Rainy,Truck,1804,243,814,8.52
2024,Andhra Pradesh,Urban,NH,Clear,Two-Wheeler,1359,182,797,8.27
2016,Himachal Pradesh,Rural,NH,Rainy,Car,715,102,432,5.36
2011,Kerala,Rural,SH,Fog,Bus,8349,535,5228,5.49
2017,Uttarakhand,Rural,NH,Rainy,Bus,2788,235,1426,5.03
2020,Madhya Pradesh,Urban,NH,Rainy,Two-Wheeler,2553,173,1639,6.49
2010,Telangana,Rural,City,Clear,Car,9101,781,6684,8.78
2010,Andhra Pradesh,Rural,SH,Clear,Truck,21611,2029,14163,7.6
2022,Chhattisgarh,Urban,Rural,Clear,Car,15006,795,6311,9.25
2013,Andhra Pradesh,Rural,SH,Clear,Car,8466,1202,4024,5.86
2022,Andhra Pradesh,Rural,Rural,Clear,Two-Wheeler,10887,1527,5013,5.44
2016,West Bengal,Urban,NH,Rainy,Bus,2161,230,1613,6.49
2011,Arunachal Pradesh,Urban,City,Clear,Two-Wheeler,21579,2149,11977,7.47
2022,Haryana,Rural,Rural,Fog,Bus,9485,1065,6291,6.74
2012,Arunachal Pradesh,Urban,Rural,Fog,Truck,1882,125,914,7.01
2019,Telangana,Rural,Rural,Rainy,Truck,23430,1547,18348,7.99
2023,Chhattisgarh,Urban,Rural,Clear,Car,14849,1103,7538,8.88
2010,Assam,Urban,Rural,Fog,Truck,9319,1236,4248,9.41
2022,Haryana,Rural,NH,Rainy,Truck,3328,330,1515,6.16
2015,Gujarat,Urban,City,Rainy,Truck,16329,2440,8783,8.75
2011,Tamil Nadu,Rural,Rural,Fog,Truck,3707,436,1836,5.32
2023,Goa,Rural,Rural,Rainy,Car,19912,2677,9352,7.85
2012,Uttarakhand,Urban,City,Fog,Bus,11825,1760,6801,5.76
2022,Telangana,Rural,City,Clear,Bus,10107,598,4936,7.14
2022,Tamil Nadu,Rural,NH,Rainy,Truck,12031,1050,5772,7.39
2016,Madhya Pradesh,Rural,City,Fog,Two-Wheeler,16351,1166,9189,7.03
2019,Odisha,Urban,City,Rainy,Two-Wheeler,21892,3077,9036,7.4
2011,Goa,Rural,SH,Rainy,Bus,19568,2422,10662,9.3
2019,Maharashtra,Rural,SH,Fog,Truck,20197,1837,8630,9.4
2015,Goa,Rural,NH,Clear,Car,3114,393,1702,8.71
2016,Chhattisgarh,Urban,NH,Clear,Bus,2197,219,990,5.82
2010,Delhi,Rural,Rural,Fog,Bus,3783,252,2820,9.26
2024,West Bengal,Urban,Rural,Rainy,Truck,12287,808,7245,6.0
2011,Andhra Pradesh,Urban,City,Clear,Bus,19203,1388,11874,8.47
2017,Odisha,Urban,Rural,Clear,Truck,20702,1464,15927,8.27
2023,Punjab,Rural,City,Rainy,Car,16859,2023,11057,6.87
2024,Maharashtra,Urban,NH,Fog,Car,19727,1177,15590,8.97
2021,Himachal Pradesh,Rural,City,Rainy,Car,12615,735,5312,7.92
2013,Odisha,Rural,SH,Rainy,Truck,17250,1336,8854,8.64
2023,West Bengal,Urban,City,Rainy,Car,21798,2951,9252,7.95
2011,Andhra Pradesh,Rural,NH,Fog,Car,16908,1550,13061,9.28
2018,Jharkhand,Urban,City,Fog,Bus,6841,1021,3421,7.73
2010,Odisha,Rural,City,Clear,Bus,22870,2192,10174,6.04
2011,Kerala,Urban,NH,Rainy,Two-Wheeler,1709,205,786,7.92
2014,Punjab,Urban,NH,Rainy,Bus,10122,723,6097,7.13
2014,Delhi,Urban,NH,Clear,Bus,22818,2018,14902,5.34
2013,Chhattisgarh,Urban,Rural,Clear,Bus,739,108,432,9.26
2021,Maharashtra,Urban,NH,Fog,Two-Wheeler,9808,1134,7782,5.98
2017,Uttarakhand,Urban,NH,Rainy,Two-Wheeler,7454,705,3797,7.1
2017,Assam,Rural,NH,Clear,Bus,24587,2423,19627,9.12
2019,Gujarat,Rural,Rural,Clear,Truck,9670,931,5214,5.68
2012,Jharkhand,Rural,Rural,Rainy,Truck,9085,979,7075,5.32
2024,Uttar Pradesh,Rural,NH,Rainy,Two-Wheeler,21337,2923,16376,8.9
2022,Gujarat,Urban,NH,Fog,Two-Wheeler,7288,1092,5568,8.07
2012,Punjab,Urban,Rural,Clear,Truck,19300,1136,11738,8.45
2013,Delhi,Rural,NH,Fog,Truck,18437,1445,7976,5.45
2016,Gujarat,Rural,Rural,Clear,Bus,1086,146,670,6.76
2019,Telangana,Rural,City,Rainy,Two-Wheeler,12701,1862,9771,9.42
2024,Punjab,Rural,NH,Rainy,Bus,3802,367,2070,5.64
2018,Assam,Urban,SH,Clear,Truck,5577,353,4100,8.81
2020,Madhya Pradesh,Urban,Rural,Clear,Two-Wheeler,7127,692,3732,5.7
2024,Punjab,Rural,Rural,Clear,Car,14299,921,9300,8.77
2014,Odisha,Rural,City,Fog,Car,7803,720,3485,9.45
2021,Jharkhand,Urban,SH,Clear,Bus,9821,1000,7116,6.0
2014,Uttar Pradesh,Rural,SH,Fog,Car,1142,68,753,8.86
2021,Chhattisgarh,Urban,City,Fog,Car,11692,1159,6185,8.66
2023,Karnataka,Rural,City,Rainy,Two-Wheeler,14618,1972,7293,5.17
2013,Goa,Urban,NH,Fog,Two-Wheeler,24962,2509,11043,8.73
2016,Uttar Pradesh,Rural,NH,Clear,Bus,16152,1310,7465,7.94
2021,Jharkhand,Rural,SH,Fog,Car,8501,879,6708,5.72
2011,Kerala,Rural,SH,Rainy,Two-Wheeler,4751,637,3781,8.39
2019,Bihar,Urban,SH,Clear,Truck,23712,1395,10763,8.4
2024,Bihar,Urban,NH,Clear,Car,8204,554,4356,6.2
2010,Karnataka,Urban,NH,Fog,Car,23611,1639,11090,8.3
2023,Odisha,Urban,SH,Clear,Bus,12691,1139,9478,5.62
2010,Haryana,Urban,NH,Fog,Bus,1403,183,893,6.89
2015,Delhi,Urban,City,Rainy,Bus,21108,1089,13707,6.53
2020,Uttarakhand,Urban,SH,Rainy,Truck,7084,483,4850,8.49
2015,Uttar Pradesh,Rural,SH,Fog,Bus,20432,2836,9814,9.1
2020,Chhattisgarh,Urban,NH,Clear,Car,10212,1144,6525,5.64
2018,Andhra Pradesh,Urban,City,Clear,Bus,20219,2464,16054,7.49
2023,Himachal Pradesh,Urban,SH,Rainy,Car,20599,1678,9804,7.43
2015,Assam,Rural,City,Rainy,Truck,19997,2469,8128,5.15
2022,Telangana,Urban,Rural,Clear,Car,7158,1065,4098,5.84
2013,Delhi,Urban,City,Clear,Two-Wheeler,8275,598,5899,5.38
2018,Chhattisgarh,Urban,SH,Rainy,Car,22911,1653,15123,7.04
2012,Haryana,Rural,NH,Rainy,Bus,4977,602,3775,8.17
2014,Arunachal Pradesh,Urban,Rural,Clear,Bus,10235,871,6828,8.57
2010,Haryana,Rural,City,Rainy,Car,14856,1478,11467,8.54
2023,Telangana,Urban,SH,Fog,Two-Wheeler,14409,1072,6151,5.25
2021,West Bengal,Rural,Rural,Fog,Two-Wheeler,11664,1178,5703,8.1
2020,Rajasthan,Rural,SH,Rainy,Truck,9319,1100,3766,9.48
2024,Punjab,Rural,NH,Rainy,Car,729,83,573,7.29
2014,Gujarat,Rural,Rural,Rainy,Car,14797,909,9409,8.15
2013,Kerala,Rural,SH,Rainy,Bus,17562,2469,10487,7.57
2016,Bihar,Rural,SH,Rainy,Two-Wheeler,17265,1283,12627,7.79
2013,Assam,Urban,City,Rainy,Truck,10554,1022,4925,5.47
2023,Punjab,Rural,City,Clear,Two-Wheeler,11082,1288,6406,7.37
2011,Odisha,Urban,Rural,Clear,Truck,19446,2112,12399,5.31
2023,Himachal Pradesh,Urban,SH,Fog,Two-Wheeler,10407,814,6109,8.56
2015,Himachal Pradesh,Rural,Rural,Rainy,Car,24328,2794,12774,6.17
2017,Himachal Pradesh,Rural,SH,Clear,Bus,2115,300,1540,5.76
2022,Telangana,Urban,Rural,Rainy,Car,18220,2675,10959,5.51
2010,Assam,Urban,SH,Rainy,Truck,6705,834,2858,8.39
2017,Jharkhand,Urban,Rural,Clear,Bus,7971,1169,6054,7.34
2012,Tamil Nadu,Rural,Rural,Rainy,Bus,5884,660,3361,5.58
2017,Haryana,Rural,City,Fog,Bus,12711,1514,6961,8.41
2013,Telangana,Urban,City,Clear,Truck,22839,3098,13326,8.49
2011,Goa,Rural,City,Fog,Car,14129,931,11193,6.13
2022,Goa,Urban,City,Clear,Truck,16082,2291,11835,5.1
2015,Maharashtra,Urban,City,Clear,Car,12035,1549,5267,5.02
2020,Karnataka,Rural,SH,Clear,Two-Wheeler,24685,2080,14899,8.93
2018,Madhya Pradesh,Urban,Rural,Rainy,Bus,13343,1430,9808,9.35
2018,Uttar Pradesh,Rural,Rural,Fog,Truck,3249,485,1892,9.49
2016,Himachal Pradesh,Urban,NH,Fog,Car,20981,3079,9337,5.7
2024,Maharashtra,Rural,SH,Fog,Bus,9756,991,4040,6.31
2023,Himachal Pradesh,Urban,Rural,Clear,Truck,6645,642,4659,6.22
2016,Goa,Urban,City,Fog,Bus,10542,1369,6188,8.15
2021,Gujarat,Urban,NH,Fog,Truck,10711,585,5984,8.81
2011,Karnataka,Urban,City,Rainy,Truck,18497,1182,13969,8.65
2011,Telangana,Rural,City,Clear,Car,10640,988,4338,5.76
2015,Assam,Rural,City,Rainy,Bus,22059,1564,12575,7.87
2021,Uttarakhand,Urban,Rural,Clear,Truck,5296,655,3940,6.92
2016,Rajasthan,Rural,City,Rainy,Truck,23341,1284,13294,8.53
2011,Odisha,Rural,Rural,Rainy,Bus,17163,2106,10716,6.35
2019,Gujarat,Urban,Rural,Clear,Truck,4026,216,3117,6.32
2011,Arunachal Pradesh,Urban,City,Rainy,Bus,6206,363,4205,5.14
2014,Chhattisgarh,Urban,City,Clear,Two-Wheeler,15925,1970,6635,7.23
2013,Odisha,Rural,City,Rainy,Car,23991,3228,14555,7.77
2014,Gujarat,Urban,SH,Fog,Two-Wheeler,7613,1104,4866,5.06
2019,Bihar,Rural,City,Fog,Bus,6824,943,4670,6.36
2011,Maharashtra,Rural,City,Clear,Car,9995,704,7828,7.01
2014,Haryana,Urban,Rural,Clear,Bus,6769,673,4744,8.05
2011,Jharkhand,Urban,Rural,Fog,Two-Wheeler,9122,1294,4970,5.46
2023,Rajasthan,Urban,NH,Fog,Bus,21117,1443,9758,7.74
2016,Punjab,Rural,City,Rainy,Two-Wheeler,13318,1517,10601,5.67
2013,Madhya Pradesh,Rural,SH,Clear,Truck,23815,1467,13185,9.12
2023,Punjab,Rural,NH,Fog,Truck,11669,1544,6215,6.55
2013,Gujarat,Urban,Rural,Rainy,Car,4627,395,2285,8.85
2016,Arunachal Pradesh,Urban,Rural,Rainy,Truck,22968,1571,12557,5.36
2024,Odisha,Rural,City,Fog,Bus,11816,1152,6170,5.19
